reporting-org;result;indicator
NL-KVK-56484038;Number of program coalitions and networks that have initiatives -- work in the field of rights to land and other natural resources CT&D;Number of program coalitions and networks that have initiatives / work in the field of rights to land and other natural resources
NL-KVK-56484038;Number of program coalitions and networks who enhance lobby and advacy for right to land and -- or other natural resourcesCT&Dc;Number of supported program coalitions and networks to enhance lobby and advocacy for improved rights regarding land and / or other natural resources
NL-KVK-56484038;Number of partners actively supporting Internally Displaced Persons IDPs, refugees and ex-combatants to re- integrate in communities CT&D;Number of partners actively supporting Internally Displaced Persons (IDPs), refugees and ex-combatants to (re-) integrate in communities
NL-KVK-56484038;Partners active in education sector have increased their capacity related to education issuesBE;Number of partners showing capacity for enhancing access and quality of education
NL-KVK-56484038;Areas where the cooperation between the public and private sector led to improved learning portunities BE;Number of  pupils/students  as apprentices in private sector
NL-KVK-56484038;Number of schools in underserviced intervention areas BE;Number of schools in underserviced intervention areas
NL-KVK-56484038;Number of  program coalitions and networks with initiatives to empower marginalised target groups (in particular women and youth) to contribute to and--or influence policies in relation to conflict transformation of governments or other relevant stakeholders at different levels CT&Da;Number of program coalitions and networks with initiatives to empower marginalised target groups (in particular women and youth) to contribute to and/or influence policies in relation to conflict transformation of governments or other relevant stakeholders at different levels
NL-KVK-56484038;Number of partners with initiatives to empower marginalised target groups (in particular women and yout)h to contribute to and--or influence policies in relation to conflict transformation of governments or other relevant stakeholders at different levels CT&D;Number of partners with initiatives to empower marginalised target groups (in particular women and youth) to contribute to and/or influence policies in relation to conflict transformation of governments or other relevant stakeholders at different levels
NL-KVK-56484038;Number of of targeted marginalized groups (in particular women and youth) having examples of contributing to and--or influencing policies in relation to conflict transformation of governments or other relevant stakeholders at different levels CT&D;Number of marginalised target groups that have examples of contributing and/or influencing policies of governments or other duty-bearers which relate to conflict transformation
NL-KVK-56484038;Number of womenwho  are empowered to participate actively in political decision making presses as contribution to the implementation of UNSC Resolution 1325 CT&D;Number of women reached by capacity development initiatives undertaken by partners to increase women's leadership in political decision-making processes
NL-KVK-56484038;Number of targeted women  actively participating in political decision making pressesas contribution to the implementation of UNSC Resolution 1325 CT&D;Number of women standing as candidate for and/or taking up leadership positions in political decision making processes
NL-KVK-56484038;Number of program coalitions and networks involved in establishing an integrated system that defends and supports victims of sexual and gender-based violence as contribution to the implementation of UNSC Resolution 1325 CT&D;Number of program coalitions and networks that established an integrated system that defends and supports victims of sexual and gender-based violence
NL-KVK-56484038;Number of partners actively defending and supporting women and girls who have become victims of sexual and gender based violence as contribution to the implementation of UNSC Resolution 1325 CT&D;Number of partners defending and supporting women and girls who have become victims of sexual and gender based violence
NL-KVK-56484038;Number of targeted marginalized groups (in particular women and youth) who have a recognizable contribution to conflict transformation, in particular at intra and inter community level CT&D;Number of targeted marginalized groups (in particular women and youth) that have examples of contributing directly to conflict transformation, in particular at intra and inter community level
NL-KVK-56484038;Number of female clients--small producers reached;number of clients/small producers reached (male/female)
NL-KVK-56484038;Number of micro finance institutions who received capacity develment support aiming at graduation;number of micro finance institutions received capacity development support aiming at graduation
NL-KVK-56484038;Rural outreach of MFIs amounts > 500,000 female clients;number of rural clients (gender specific)
NL-KVK-56484038;Rural outreach of MFIs amounts 500.000 male clients;With this funding what is number of male rural clients
NL-KVK-56484038;Number of Micro-finance Institutions who have developed new, innovative or adjusted products;number of MFIs have developed new innovative adjusted products
NL-KVK-56484038;Number of program coalitions and networks supporting target groups to demand compliance of international corporations and governments to international standards on land and natural resources CT&Da;Number of program coalitions and networks with initiatives to empower marginalized target groups to claim the compliance of (international) corporations and governments to (inter)national standards
NL-KVK-56484038;Number of targeted marginalized groups have been successful in claiming their right to land and -- or other natural resources CT&D;Number of targeted marginalized groups that has success in claiming rights to land and / or other natural resources
NL-KVK-56484038;Number of active Network members (Yente);Number of network members active in MyYente and Sparring Program
NL-KVK-56484038;Number of business cases generated from involving social enterprises;Number of business cases (involving social enterprises)
NL-KVK-56484038;Number of partners supporting target groups to demand compliance of international corporations and governments to international standards on land and natural resources CT&D;Number of partners with initiatives to empower marginalized target groups to claim the compliance of (international) corporations and governments to (inter)national standards
NL-KVK-56484038;Number of program coalitions and networks who promote a functioning Rule of Law, civil and political rights and--or human rights CT&D;Number of program coalitions and networks with initiatives to promote the rule of law, civil and political rights and / or human rights
NL-KVK-56484038;Number of countries where the program coalitions and networks and partners contributed to improvements regarding Rule of Law, civil and political rights and--or impunity CT&D;Number of countries in which program coalitions and networks and partners succeeded in improvements Rule of Law, civil and political rights and/or impunity
NL-KVK-56484038;Number of countries where the program coalitions and networks contributed to structural reforms of legislation on land and -- or other natural resources CT&D;Number of countries in which program coalitions and networks succeeded in structural reforms of legislation on land and / or other natural resources
NL-KVK-56484038;Number of program coalitions and networks who develed lobby initiatives and--or advacy campaigns for improved rights regarding land and -- or other natural resources CT&D;Number of lobby initiatives and/or advocacy campaigns for improved rights regarding land and / or other natural resources
NL-KVK-56484038;Number of scan-and-monitoring system have been designed and tested by TNO in pilots FC;Scan and monitoring system available
NL-KVK-56484038;Number of partners who have used the scan and--or implemented the monitoring system FC;Numbers of partners using the scan and the monitoring system
NL-KVK-56484038;Number of civil society organizations who strengthen capacity and methodology in carbon credit value chain development FC;Number of organizations
NL-KVK-56484038;Number of program coalitions and networks working to enhance lobby and advocacy for an improved human rights situation of marginalized target groupsCT&D;Number of supported program coalitions and networks to enhance lobby and advocacy for an improved human rights situation of marginalized target groups
NL-KVK-56484038;Number of partners who deveopled lobby initiatives and--or advocacy campaigns for an improved human rights situation of marginalized target groups CT&D;Number of lobby initiatives and/or advocacy campaigns for an improved human rights situation of marginalized target groups
NL-KVK-56484038;What is the targeted number of DRR activities--interventions at community level?;What is the targeted number of DRR activities/interventions at community level?
NL-KVK-56484038;What is the targeted number of partner staff--NGO staff--Community Based Org staff trained on DRR--CCA--EMR?;What is the targeted number of partner staff/NGO staff/Community Based Org staff trained on DRR/CCA/EMR?
NL-KVK-56484038;What is the targeted number of organisations that have included DRM into their thematic work -- strategic planning?;What is the targeted number of organisations that have included DRM into their thematic work / strategic planning?
NL-KVK-56484038;What is the targeted number of community members reached with DRR--CCA--EMR activities?;What is the targeted number of community members reached with DRR/CCA/EMR activities?
SE-0;2015;Not applicable
SE-0;2014;Not applicable
SE-0;2016;Not applicable
SE-0;2013;Not applicable
US-EIN-13-3287064NAM;Project Reach;Project Reach (individuals)
US-EIN-13-3287064NAM;Project Reach;Project Reach
US-EIN-13-3287064NAM;Project Reach;Project Reach (families)
US-EIN-13-3287064NAM;Project Reach;Project Reach (people)
US-EIN-13-3287064NAM;Project Reach;Project Reach (women)
US-EIN-13-3287064NAM;Project Reach;Project Reach (youth)
US-EIN-13-3287064NAM;Project Reach;Project Reach (villages)
US-EIN-13-3287064NAM;Project Reach;Project Reach ()
US-EIN-13-3287064NAM;Project Reach;Project Reach (households)
US-EIN-13-3287064NAM;Project Reach;Project Reach (Individuals)
US-EIN-13-3287064NAM;Project Reach;Project Reach (farmers and farmer family members)
US-EIN-13-3287064NAM;Project Reach;Project Reach (MSMEs)
US-EIN-13-3287064NAM;Project Reach;Project Reach (farmers)
US-EIN-13-3287064NAM;Project Reach;Project Reach (Households  )
US-EIN-13-3287064NAM;Project Reach;Project Reach (Households)
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Productores agricolas capacitados por el programa BPA en combinación con MIC (numero de mujeres/numero de hombres)
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Productores pecuarios capacitados en BPG (numero de mujeres/numero de hombres)
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Agricultores capacitados en buenas practicas agroambientales - BPA (aprox 60%)
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Apoyos tecnologicos entregados a los beneficiarios elegibles.
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Productores/as atendidos con asistencia técnica para la adopción de las tecnologías promovidas por el Programa
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Output 7-Farmers with improved pastures planted and fenced
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Output 5-Individuals trained to access export market (F&V)
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Output 8-Tilapia Farmers who adopted best practices (Aqua)
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Output 6-Farmers with at least one genetically improved cattle
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Output 9-Shrimp farmers who adopted best aquaculture practices (Aqua)
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;II. B - Water User Associationes supported
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;IV. A - Knowledge on Agricultural Diversification improved
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Farmers who received vouchers for the technologies being promoted
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;número de beneficiarios que reciben los apoyos entregados antes y con posterioridad a la siembra con hasta  10 hectáreas
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Personas capacitadas en educación financiera básica.
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Beneficiarias (os) que han implantado al menos una de las tecnologías apoyadas por el Programa, de acuerdo a los parámetros del mismo.
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Beneficiaros que han implantado al menos una de las tecnologías apoyadas por el programa (en sus predios)
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Beneficiarios(as) que participan en emprendimientos productivos agroalimentarios apoyados.
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Regantes capacitados a través de la Escuela Nacional de Riego (ENR) mediante cursos y talleres.
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Productores beneficiarios que adoptaron y utilizan una de las tecnologías del menú de opciones tecnológicas del Programa.
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Beneficiarios asistidos con apoyos en efectivo del Registro de Agricultores Familiares (AF)
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Farmers trained
XI-IATI-IADB;Farmers given access to improved agricultural services and investments;Número de familias a los que se ha dado acceso a mejores servicios e inversiones agrícolas
XI-IATI-IADB;Km of electricity transmission and distribution lines installed or upgraded;Kilómetros de lineas de baja tensión tendidos por el Proyecto de Electrificación Rural III - Misiones
XI-IATI-IADB;Km of electricity transmission and distribution lines installed or upgraded;Línea de transmisión en 138 kV construida y operando.
XI-IATI-IADB;Km of electricity transmission and distribution lines installed or upgraded;Líneas de subtransmisión de energía a 69 kV construidas y operando de acuerdo con la Norma de Construcción de la ENEE.
XI-IATI-IADB;Km of electricity transmission and distribution lines installed or upgraded;Líneas de subtransmisión de energía a 34.5 kV construidas y operando de acuerdo con la Norma de Construcción de la ENEE.
XI-IATI-IADB;Km of electricity transmission and distribution lines installed or upgraded;Lineas de transmision (LT) del PER, construidas
XI-IATI-IADB;Km of electricity transmission and distribution lines installed or upgraded;Kilómetros de línea de distribución instalada
XI-IATI-IADB;Km of electricity transmission and distribution lines installed or upgraded;Líneas de transmisión construidas en el Sistema Interconectado Nacional.
XI-IATI-IADB;Km of electricity transmission and distribution lines installed or upgraded;Línea de distribución monofásica convertida a línea de distribución trifásica.
XI-IATI-IADB;Farmers given access to improved agricultural services and investments (women, men, Indigenous and Afro-descendants);Agricultores a los que se ha dado acceso a mejores servicios e inversiones agrícolas
XI-IATI-IADB;Farmers given access to improved agricultural services and investments (women, men, Indigenous and Afro-descendants);Productores agropecuarios que acceden a mejores tecnologías promovidas por el INTA
XI-IATI-IADB;Farmers given access to improved agricultural services and investments (women, men, Indigenous and Afro-descendants);Pequeños productores vitícolas integrados a la cadena vitivinícola en alianzas productivas consolidadas
XI-IATI-IADB;Farmers given access to improved agricultural services and investments (women, men, Indigenous and Afro-descendants);Productores pecuarios que acceden a mejores servicios de sanidad animal
XI-IATI-IADB;Farmers given access to improved agricultural services and investments (women, men, Indigenous and Afro-descendants);Agricultores que acceden a mejores servicios de sanidad vegetal
XI-IATI-IADB;Farmers given access to improved agricultural services and investments (women, men, Indigenous and Afro-descendants);Agricultores com acesso a melhores serviços e investimentos agrícolas no Estado.
XI-IATI-IADB;Farmers given access to improved agricultural services and investments (women, men, Indigenous and Afro-descendants);Fincas certificadas en producción agroecológica, de las cuales 30% serán lideradas por mujeres.
XI-IATI-IADB;Households with new or upgraded water supply;Hogares con servicio de agua potable nuevo o mejorado
XI-IATI-IADB;Households with new or upgraded water supply;Hogares con sistemas de suministro de agua nuevos o mejorados
XI-IATI-IADB;Households with new or upgraded sanitary connections;Hogares con servicio de saneamiento nuevo o mejorado
XI-IATI-IADB;Households with new or upgraded sanitary connections;Hogares con conexiones sanitarias nuevas o mejoradas
XI-IATI-IADB;Micro/Small/Medium productive Enterprises financed;Producto 2.1: Planes de Negocio Sostenible de Empresas Financiados por Ventanilla A Ejecutados
XI-IATI-IADB;Micro/Small/Medium productive Enterprises financed;Producto 2.2: Planes de Negocios Sostenibles de Empresas Financiadas por Ventanilla B Ejecutados
XI-IATI-IADB;Micro/Small/Medium productive Enterprises financed;I. B - Agribusiness plans supported / co-finaned and implemented (PSE)
XI-IATI-IADB;Micro/Small/Medium productive Enterprises financed;P9:  Assistência técnica para a adoção de novas tecnologias, de técnicas de gestão, e de participação em cadeias produtivas sustentáveis para as comunidades tradicionais e pequenos produtores elegíveis recebidos
XI-IATI-IADB;Individuals (all, Indigenous, Afro-descendant)  receiving a basic package of health services;Children <24 months enrolled to receive Sprinkles
XI-IATI-IADB;Km of inter-urban roads built or maintained/upgraded;P7: Infraestrutura de transporte para o Manejo das Florestas Comunitárias melhorada
XI-IATI-IADB;Km of inter-urban roads built or maintained/upgraded;Carretera Pallatanga-Guamote-Tramo Cuatro Esquinas-San Juan-Rodeo mejorada
XI-IATI-IADB;Km of inter-urban roads built or maintained/upgraded;Carretera Pallatanga-  Guamote - Tramo Rodeo - Vaquería Buschcud rehabilitada
XI-IATI-IADB;Km of inter-urban roads built or maintained/upgraded;Cinturón vial de Penipe rehabilitado
XI-IATI-IADB;Number of projects with components contributing to improved management of terrestrial and marine protected areas;Proyecto piloto correspondiente a cada plan de manejo costero integrado
XM-DAC-41140;Total Number of Beneficiaries;Number of Beneficiaries
XM-DAC-41140;Total Outputs;Number of feeding days as % of actual school days
XM-DAC-41140;Total Outputs;Number of pre-school children assisted by WFP
XM-DAC-41140;Total Outputs;Number of primary school children assisted by WFP
XM-DAC-41140;Total Outputs;Number of primary schools assisted by WFP
XM-DAC-41140;Total Outputs;Number of secondary school girls  assisted by WFP
XM-DAC-41140;Total Outputs;Kcal transferred to school children (kcal/child/day)
XM-DAC-41140;Total Outputs;Energy content of food distributed (kcal/person/day)
XM-DAC-41140;Total Outputs;Number of bi-weekly or monthly distributions of supplementary food rations
XM-DAC-41140;Total Outputs;Number of days rations were provided
XM-DAC-41140;Total Outputs;Number of health centres covered under WFP MCHN programmes in targeted area
XM-DAC-41140;Total Outputs;Number of IDP,returnee or refugee boys assisted by WFP
XM-DAC-41140;Total Outputs;Number of IDP,returnee or refugee girls assisted by WFP
XM-DAC-41140;Total Outputs;Number of monthly food rations distributed with full food basket
XM-DAC-41140;Total Outputs;Number of timely food distributions as per planned distribution schedule
XM-DAC-41140;Total Outputs;The project has activities to raise awareness of gender equality
XM-DAC-41140;Total Outputs;The project has activities to raise awareness of how gender equality goals can increase effectiveness of WFP interventions
XM-DAC-41140;Total Outputs;The project has initiatives to reduce risk of sexual and gender-based violence
XM-DAC-41140;Total Outputs;Training on food distribution included awareness of reasons for gender sensitive provision of food
XM-DAC-41140;Total Outputs;Training on food distribution includes a solid explanation for gender sensitive provision of food
XM-DAC-41140;Total Outputs;Number of primary school girls assisted by WFP
XM-DAC-41140;Total Outputs;Number of food monitors - men
XM-DAC-41140;Total Outputs;Number of food monitors - women
XM-DAC-41140;Total Outputs;Number of household food entitlements (on ration cards or distribution list) issued in men's name
XM-DAC-41140;Total Outputs;Number of household food entitlements (on ration cards or distribution list) issued in women's name
XM-DAC-41140;Total Outputs;Number of members of food management committees (female) trained on modalities of food distribution
XM-DAC-41140;Total Outputs;Number of members of food management committees (male) trained on modalities of food distribution
XM-DAC-41140;Total Outputs;Number of men in leadership positions on food,cash,voucher management committees
XM-DAC-41140;Total Outputs;Number of women in leadership positions on food,cash,voucher management committees
XM-DAC-41140;Total Outputs;Number of months THRs were distributed
XM-DAC-41140;Total Outputs;Number of staff members/community health workers trained on modalities of food distribution
XM-DAC-41140;Total Outputs;Number of refugee children assisted by WFP
XM-DAC-41140;Total Outputs;Number of refugee girls assisted by WFP
XM-DAC-41140;Total Outputs;Girls' Education: Number of WFP-assisted schools with gender-targeted programmes or initiatives
XM-DAC-41140;Total Outputs;Number of schools assisted by WFP
XM-DAC-41140;Total Outputs;School Infrastructures: Number of existing schools assisted with infrastructure rehabilitation or construction works
XM-DAC-41140;Total Outputs;School Infrastructures: Number of new schools constructed
XM-DAC-41140;Total Outputs;Number of teachers assisted by WFP
XM-DAC-41140;Total Outputs;Hectares (ha) of forest planted and established
XM-DAC-41140;Total Outputs;Hectares (ha) of land cleared
XM-DAC-41140;Total Outputs;Number of assisted communities with improved physical infrastructures to mitigate the impact of shocks,in place as a result of project assistance
XM-DAC-41140;Total Outputs;Number of men receiving cash
XM-DAC-41140;Total Outputs;Number of participants in beneficiary training sessions (livelihood-support/agriculture&farming/IGA)
XM-DAC-41140;Total Outputs;Number of pre-schools assisted by WFP
XM-DAC-41140;Total Outputs;Number of training sessions for beneficiaries carried out (livelihood-support/agriculture&farming/IGA)
XM-DAC-41140;Total Outputs;Number of tree seedlings produced
XM-DAC-41140;Total Outputs;Number of WFP-assisted schools that promote health,nutrition and hygiene education
XM-DAC-41140;Total Outputs;Number of women receiving cash
XM-DAC-41140;Total Outputs;Total cash amount (US$) distributed
XM-DAC-41140;Total Outputs;Number of literacy centres assisted
XM-DAC-41140;Total Outputs;Health,Nutrition and Hygiene: Number of children benefiting from health,nutrition and hygiene education
XM-DAC-41140;Total Outputs;Number of factories supported
XM-DAC-41140;Total Outputs;Hectares (ha) of agricultural land benefiting from new irrigation schemes (including irrigation canal construction,specific protection measures,embankments,etc)
XM-DAC-41140;Total Outputs;SO5 Nutrition: Number of government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;Mt of wheat flour produced at WFP supported factories
XM-DAC-41140;Total Outputs;Number of children benefiting from health,nutrition and hygiene education
XM-DAC-41140;Total Outputs;"Number of counterpart (government) staff members trained; basic level technical subjects"
XM-DAC-41140;Total Outputs;Number of MOUs and mutual agreements signed/established with government on capacity development and/or hand-over action
XM-DAC-41140;Total Outputs;Number of people reached through local WFP assisted fortification
XM-DAC-41140;Total Outputs;Number of teachers trained in health,nutrition and hygiene education
XM-DAC-41140;Total Outputs;Number of trained personnel involved in local production of fortified food
XM-DAC-41140;Total Outputs;Number of WFP-assisted schools benefiting from complementary contribution of curriculum development,teacher training or provision of school supplies and materials
XM-DAC-41140;Total Outputs;Number of WFP-assisted schools provided with materials on health,nutrition and hygiene education
XM-DAC-41140;Total Outputs;SO5 Logistics,supply chain and common services: Number of government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;Number of participants in beneficiary training sessions (health and nutrition)
XM-DAC-41140;Total Outputs;Number of participants in beneficiary training sessions (literacy)
XM-DAC-41140;Total Outputs;Health,Nutrition and Hygiene: Number of WFP-assisted schools that promote health,nutrition and hygiene education
XM-DAC-41140;Total Outputs;Trainings: Number of counterpart (government) staff members trained in programme implementation procedures and practices
XM-DAC-41140;Total Outputs;Handover: Number of WFP-managed systems and tools handed over to the Government in current year
XM-DAC-41140;Total Outputs;Health,Nutrition and Hygiene: Number of teachers trained in health,nutrition and hygiene education
XM-DAC-41140;Total Outputs;Number of training sessions for beneficiaries carried out (health and nutrition)
XM-DAC-41140;Total Outputs;Number of training sessions for beneficiaries carried out (literacy)
XM-DAC-41140;Total Outputs;Food purchased locally,as percentage of total food purchased
XM-DAC-41140;Total Outputs;Hectares (ha) of community woodlots
XM-DAC-41140;Total Outputs;Kilometres (km) of feeder roads built (FFA) and maintained (self-help)
XM-DAC-41140;Total Outputs;Volume (m3) of earth dams and flood protection dikes constructed
XM-DAC-41140;Total Outputs;Number of beneficiaries of TB household food assistance
XM-DAC-41140;Total Outputs;Number of classrooms rehabilitated
XM-DAC-41140;Total Outputs;"Number of counterpart (government) training events organized; advanced level technical subjects"
XM-DAC-41140;Total Outputs;Number of excavated community water ponds for domestic uses constructed (3000-15,000 cbmt)
XM-DAC-41140;Total Outputs;Number of PTAs trained in school feeding management and implementation
XM-DAC-41140;Total Outputs;Number of WFP-assisted schools benefiting from complementary micronutrient supplementation
XM-DAC-41140;Total Outputs;Number of the current UNDAF areas that include hunger and food and nutrition security strategies
XM-DAC-41140;Total Outputs;"Number of counterpart (non-government) staff members trained; advanced level technical subjects"
XM-DAC-41140;Total Outputs;Number of vouchers (including electronic vouchers) issued in men's name
XM-DAC-41140;Total Outputs;Number of vouchers (including electronic vouchers) issued in women's name
XM-DAC-41140;Total Outputs;Monetary value of food commodities procured locally by WFP (US$)
XM-DAC-41140;Total Outputs;Total monetary value (US$) of vouchers distributed
XM-DAC-41140;Total Outputs;Number of beneficiaries/caregivers who received messages/training on health and nutrition
XM-DAC-41140;Total Outputs;Number of health centres covered under WFP Supplementary Feeding in targeted areas
XM-DAC-41140;Total Outputs;Percentage of beneficiaries receiving cash on time
XM-DAC-41140;Total Outputs;Percentage of beneficiaries receiving the right amount of cash
XM-DAC-41140;Total Outputs;C&V: Number of beneficiaries receiving a combination of cash transfers and food
XM-DAC-41140;Total Outputs;C&V: Number of beneficiaries receiving cash transfers
XM-DAC-41140;Total Outputs;C&V: Number of men collecting cash or vouchers
XM-DAC-41140;Total Outputs;C&V: Number of women collecting cash or vouchers
XM-DAC-41140;Total Outputs;Hectares (ha) of agricultural land benefitting from rehabilitated irrigation schemes (including irrigation canal repair,specific protection measures,embankments,etc)
XM-DAC-41140;Total Outputs;Number of cash entitlement cards (including debit cards,smart cards etc.) issued in men's name
XM-DAC-41140;Total Outputs;Number of cash entitlement cards (including debit cards,smart cards etc.) issued in women's name
XM-DAC-41140;Total Outputs;Number of new nurseries established
XM-DAC-41140;Total Outputs;Number of TB clients who received only a nutritional food supplement
XM-DAC-41140;Total Outputs;Handover: Number of WFP-managed systems and tools in the process of being handed over to the Government
XM-DAC-41140;Total Outputs;C&V: Total amount of cash transferred to beneficiaries
XM-DAC-41140;Total Outputs;Hectares (ha) of agricultural land benefiting from rehabilitated irrigation schemes (including irrigation canal repair,specific protection measures,embankments,etc)
XM-DAC-41140;Total Outputs;Percentage of beneficiaries receiving vouchers on time
XM-DAC-41140;Total Outputs;Percentage of redeemed vouchers vs distributed
XM-DAC-41140;Total Outputs;Number of primary school boys assisted by WFP
XM-DAC-41140;Total Outputs;C&V: Total cash equivalent of food redeemed through cash vouchers
XM-DAC-41140;Total Outputs;Number of men receiving vouchers
XM-DAC-41140;Total Outputs;Number of women receiving vouchers
XM-DAC-41140;Total Outputs;Number of health centres/sites assisted
XM-DAC-41140;Total Outputs;Basic Education: Number of WFP-assisted schools benefiting from complementary contribution of curriculum development,teacher training or provision of school supplies and materials
XM-DAC-41140;Total Outputs;Number of boarding schools assisted by WFP
XM-DAC-41140;Total Outputs;Local Purchases: Food purchased locally,as percentage of total food purchased
XM-DAC-41140;Total Outputs;Percentage of tree seedlings produced used for afforestation,reforestation and vegetative stabilization
XM-DAC-41140;Total Outputs;C&V: Number of beneficiaries receiving vouchers
XM-DAC-41140;Total Outputs;Number of national assessments/data collection exercises in which food security and nutrition were integrated with WFP support
XM-DAC-41140;Total Outputs;Kilometres (km) of mountain trails constructed
XM-DAC-41140;Total Outputs;Kilometres (km) of mountain trails rehabilitated
XM-DAC-41140;Total Outputs;Quantity of food purchased locally through Local and Regional purchases (expressed in MT)
XM-DAC-41140;Total Outputs;Number of existing nurseries supported
XM-DAC-41140;Total Outputs;Technical Assistance: Number of technical assistance projects conducted by WFP to strengthen the national capacity
XM-DAC-41140;Total Outputs;Number of food security monitoring/surveillance reports produced with WFP support
XM-DAC-41140;Total Outputs;C&V: Total monetary value of cash vouchers distributed
XM-DAC-41140;Total Outputs;Number of men in leadership positions on food management committees
XM-DAC-41140;Total Outputs;Number of women in leadership positions on food management committees
XM-DAC-41140;Total Outputs;Percentage of beneficiaries receiving the right quantity of food (for commodity vouchers only)
XM-DAC-41140;Total Outputs;C&V: Total food equivalent of commodity vouchers distributed
XM-DAC-41140;Total Outputs;Number of WFP targeted beneficiaries that received iodized salt
XM-DAC-41140;Total Outputs;Trainings: Number of counterpart (non-government) staff members trained in programme implementation procedures and practices
XM-DAC-41140;Total Outputs;Local Purchases: Monetary value of food commodities purchased locally by WFP (US$)
XM-DAC-41140;Total Outputs;Number of food distributions in which more than one food commodity was substituted with another food commodity,as % of total food distributions
XM-DAC-41140;Total Outputs;"Number of counterpart (government) training events organized; basic level technical subjects"
XM-DAC-41140;Total Outputs;Number of TB treatment clients who received both individual nutritional food supplement and household food assistance
XM-DAC-41140;Total Outputs;Proportion of targeted caregivers (male and female) receiving 3 key messages delivered through WFP supported messaging and counseling
XM-DAC-41140;Total Outputs;Number of  assets built,restored or maintained by targeted communities and individuals
XM-DAC-41140;Total Outputs;Number of bridges constructed
XM-DAC-41140;Total Outputs;Number of bridges rehabilitated
XM-DAC-41140;Total Outputs;Number of cooking demonstrations undertaken for fortified foods,complementary foods and special nutritional products
XM-DAC-41140;Total Outputs;Number of farmers who have adopted fertility management measures (e.g. compost making,green manuring,mulching,etc) in their homestead and cultivated fields
XM-DAC-41140;Total Outputs;Hectares (ha) of coastal line protection with shelterbelts and windbreaks
XM-DAC-41140;Total Outputs;Hectares (ha) of degraded hillsides and marginal areas rehabilitated with physical and biological soil and water conservation measures,planted with trees and protected (e.g. closure,etc)
XM-DAC-41140;Total Outputs;Hectares (ha) of gully land reclaimed as a result of check dams and gully rehabilitation structures
XM-DAC-41140;Total Outputs;Number of homesteads raised above flooding levels
XM-DAC-41140;Total Outputs;SO5 VAM: Number of government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;Volume (m3) of check dams and gully rehabilitation structures (e.g. soil sedimentation dams) constructed
XM-DAC-41140;Total Outputs;Volume (m3) of debris/mud from flooded/disaster stricken settlements (roads,channels,schools,etc)
XM-DAC-41140;Total Outputs;Volume (m3) of soil excavated from newly constructed waterways and drainage lines (not including irrigation canals)
XM-DAC-41140;Total Outputs;Volume (m3) of soil excavated from rehabilitated waterways and drainage lines (not including irrigation canals)
XM-DAC-41140;Total Outputs;Number of homestead level micro-ponds constructed (usually 60-250 cbmt)
XM-DAC-41140;Total Outputs;Number of beneficiaries of ART supplementation and household food assistance
XM-DAC-41140;Total Outputs;Number of beneficiaries of TB supplementation and household food assistance
XM-DAC-41140;Total Outputs;Number of participants in beneficiary training sessions (community preparedness,early warning,disaster risk reduction,and climate change adaptation)
XM-DAC-41140;Total Outputs;Number of shallow wells constructed
XM-DAC-41140;Total Outputs;Number of excavated community water ponds for livestock uses constructed (3000-15,000 cbmt)
XM-DAC-41140;Total Outputs;Number of water springs developed
XM-DAC-41140;Total Outputs;Hectares (ha) of fruit trees planted
XM-DAC-41140;Total Outputs;Kilometres (km) of feeder roads built and maintained
XM-DAC-41140;Total Outputs;Kilometres (km) of feeder roads rehabilitated and maintained
XM-DAC-41140;Total Outputs;Number of classrooms constructed
XM-DAC-41140;Total Outputs;Number of feeding days
XM-DAC-41140;Total Outputs;Number of female government/national partner staff receiving technical assistance and training
XM-DAC-41140;Total Outputs;Number of government counterparts trained in data collection and analysis on  food and nutrition security
XM-DAC-41140;Total Outputs;Number of health centres constructed/rehabilitated
XM-DAC-41140;Total Outputs;Number of kitchens or food storage rooms rehabilitated or constructed
XM-DAC-41140;Total Outputs;Number of latrines constructed/rehabilitated
